CountryOrTerritory,StationName,StationCode,StationType,StationArea,PollutantCode,Pollutant,Latitude,Longitude,Altitude,MeasurementRegime,OperationalActivityBegin,OperationalActivityEnd,MeasurementMethodCode,MeasurementMethod,OperationYear,PollutantType,isAir
Germany,Weserbergland,DENI041,Background,Suburban,PTAC044,Nitrogen monoxide ,52.17017,9.06255,70.0,Continuous data collection,2009-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2009,air,1
Germany,Burgbernheim/Grüne Au,DEBY124,Background,Rural-Regional,PTAC049,Ozone ,49.44406,10.325,67.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2011,air,1
Germany,Hamburg Billbrook,DEHH016,Industrial,Urban,PTAC043,Nitrogen dioxide ,53.529019999999996,10.081685,200.0,Continuous data collection,1985-04-11T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1985,air,1
Germany,Halle/Merseburger Strasse,DEST075,Traffic,Urban,PTAC015,Carbon monoxide ,51.475164,11.983406,75.0,Continuous data collection,1994-02-21T23:00:01Z,2018-12-31T24:00:00+01:00,PMME053,Infrared gas filter correlation,1994,air,1
Germany,Berlin Silbersteinstraße,DEBE063,Traffic,Urban,PTAC044,Nitrogen monoxide ,52.46753399999999,13.441654000000002,552.0,Continuous data collection,1996-04-30T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1996,air,1
Germany,Potsdam-Zentrum,DEBB021,Background,Urban,PTAC052,Particulate matter < 2.5 µm ,52.401352,13.059944999999999,536.0,Continuous data collection,2007-12-04T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2007,aerosol,0
Germany,Bremen-Dobben,DEHB006,Traffic,Urban,PTAC015,Carbon monoxide ,53.078663,8.825173,65.0,Continuous data collection,1992-04-30T23:00:01Z,Not Specified,PMME053,Infrared gas filter correlation,1992,air,1
Germany,Göttingen,DENI042,Background,Suburban,PTAC009,Benzene ,51.55107,9.949760000000001,202.0,Continuous data collection,2007-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME031,Beta ray attenuation,2007,air,1
Germany,Schauinsland,DEUB004,Background,Rural-Regional,PTAC024,Ethane ,47.913256,7.908035000000001,213.0,Continuous data collection,2004-06-30T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2004,air,1
Germany,Regensburg/Rathaus,DEBY063,Traffic,Urban,PTAC045,Nitrogen oxides ,49.015245,12.101557000000001,570.0,Continuous data collection,1991-09-30T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1991,air,1
Germany,Mannheim Friedrichsring,DEBW098,Traffic,Urban,PTAC007,Arsenic in PM10 ,49.49256,8.47204,560.0,Continuous data collection,1997-09-30T23:00:01Z,2015-12-31T24:00:00+01:00,PMME045,Chemiluminescence,1997,aerosol,0
Germany,Koblenz-Friedrich-Ebert-Ring,DERP024,Traffic,Urban,PTAC044,Nitrogen monoxide ,50.354403000000005,7.596633,602.0,Continuous data collection,1991-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1991,air,1
Germany,Aachen Wilhelmstraße,DENW207,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,50.773126,6.09576,72.0,Continuous data collection,2007-01-09T23:00:01Z,2013-12-31T24:00:00+01:00,PMME064,Light scattering,2007,aerosol,0
Germany,Görlitz,DESN020,Traffic,Urban,PTAC062,Sulphur dioxide ,51.155801000000004,14.973957999999998,15.0,Continuous data collection,2012-12-31T23:00:01Z,Not Specified,PMME044,UV fluorescence,2012,air,1
Germany,Duisburg-Walsum,DENW034,Industrial,Urban,PTAC049,Ozone ,51.524029999999996,6.748363,200.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2011,air,1
Germany,Wittenberg/Bahnstrasse,DEST066,Background,Urban,PTAC044,Nitrogen monoxide ,51.870852,12.663663,15.0,Continuous data collection,1993-01-13T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1993,air,1
Germany,Flensburg,DESH022,Traffic,Urban,PTAC044,Nitrogen monoxide ,54.78143000000001,9.438089999999999,73.0,Continuous data collection,2001-02-01T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2001,air,1
Germany,Fichtelberg,DESN053,Background,Rural-Remote,PTAC049,Ozone ,50.428488,12.953459,208.0,Continuous data collection,2012-12-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2012,air,1
Germany,Essen Hombrucher Straße 21,DENW171,Traffic,Urban,PTAC043,Nitrogen dioxide ,51.457392,7.047233,71.0,Continuous data collection,2017-01-23T23:00:01Z,Not Specified,PMME064,Light scattering,2017,air,1
Germany,Hamburg Veddel,DEHH015,Industrial,Urban,PTAC010,Cadmium in PM10 ,53.523262,10.021227,583.0,Continuous data collection,2010-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2010,aerosol,0
Germany,Kehl,DEBW022,Industrial,Suburban,PTAC051,Particulate matter < 10 µm ,48.578178,7.8023169999999995,550.0,Continuous data collection,1999-04-07T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1999,aerosol,0
Germany,Waldhof,DEUB005,Background,Rural,PTAC053,pentenes ,52.800773,10.756733,77.0,Continuous data collection,2016-12-31T23:00:01Z,Not Specified,PMME024,Light absorption,2016,air,1
Germany,Neubrandenburg Woldegker Straße,DEMV058,Traffic,Urban,PTAC044,Nitrogen monoxide ,53.5588,13.2679,581.0,Continuous data collection,2018-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2018,air,1
Germany,Leipzig-West,DESN059,Background,Urban,PTAC045,Nitrogen oxides ,51.317904999999996,12.297411,75.0,Continuous data collection,2012-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2012,air,1
Germany,Lübeck Moislinger Allee,DESH053,Traffic,Urban,PTAC039,Nickel in PM10 ,53.862237,10.67332,15.0,Continuous data collection,2013-10-28T23:00:01Z,2015-12-31T24:00:00+01:00,PMME064,Light scattering,2013,aerosol,0
Germany,Cottbus,DEBB064,Background,Urban,PTAC013,calcium in PM2.5 ,51.746848,14.334470000000001,545.0,Continuous data collection,2014-12-31T23:00:01Z,2015-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2014,aerosol,0
Germany,Frankfurt (Oder),DEBB092,Background,Suburban,PTAC051,Particulate matter < 10 µm ,52.33468,14.525960000000001,555.0,Continuous data collection,2014-12-31T23:00:01Z,2015-12-31T24:00:00+01:00,PMME041,Nephelometry + BETA,2014,aerosol,0
Germany,Mainz-Goetheplatz,DERP008,Background,Urban,PTAC051,Particulate matter < 10 µm ,50.01037,8.254603,74.0,Continuous data collection,2010-09-02T23:00:01Z,2013-01-07T24:00:00+01:00,PMME041,Nephelometry + BETA,2010,aerosol,0
Germany,Reutlingen Lederstraße-Ost,DEBW147,Traffic,Urban,PTAC028,Lead in PM10 ,48.489329999999995,9.21079,566.0,Continuous data collection,2010-12-31T23:00:01Z,2015-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2010,aerosol,0
Germany,Salzgitter-Drütte,DENI070,Industrial,Rural,PTAC062,Sulphur dioxide ,52.153690000000005,10.455910000000001,70.0,Continuous data collection,2017-12-31T23:00:01Z,Not Specified,PMME044,UV fluorescence,2017,air,1
Germany,Duisburg Kardinal-Galen-Straße,DENW112,Traffic,Urban,PTAC043,Nitrogen dioxide ,51.437686,6.771866999999999,71.0,Continuous data collection,2010-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2010,air,1
Germany,Köln-Rodenkirchen,DENW059,Background,Suburban,PTAC049,Ozone ,50.889871,6.985074000000001,588.0,Continuous data collection,1981-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,1981,air,1
Germany,Waldhof,DEUB005,Background,Rural,PTAC055,potassium in PM2.5 ,52.800773,10.756733,214.0,Continuous data collection,2013-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2013,aerosol,0
Germany,Riedstadt,DEHE043,Background,Rural-Near_city,PTAC051,Particulate matter < 10 µm ,49.825165000000005,8.516798,68.0,Continuous data collection,2006-01-10T23:00:01Z,2011-04-05T24:00:00+01:00,PMME031,Beta ray attenuation,2006,aerosol,0
Germany,Frankfurt (Oder),DEBB092,Background,Suburban,PTAC045,Nitrogen oxides ,52.33468,14.525960000000001,556.0,Continuous data collection,2013-11-05T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2013,air,1
Germany,Frankfurt-Friedb.Ldstr.,DEHE041,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,50.124589,8.691911,68.0,Continuous data collection,2007-09-10T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2007,aerosol,0
Germany,"Cottbus, W.-Külz-Str.",DEBB087,Traffic,Urban,PTAC015,Carbon monoxide ,51.754129999999996,14.325548999999999,550.0,Continuous data collection,2010-12-16T23:00:01Z,2016-12-31T24:00:00+01:00,PMME053,Infrared gas filter correlation,2010,air,1
Germany,Stuttgart-Zuffenhausen,DEBW011,Traffic,Urban,PTAC049,Ozone ,48.825575,9.172506,555.0,Continuous data collection,1980-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,1980,air,1
Germany,Brocken,DEST039,Background,Rural-Remote,PTAC049,Ozone ,51.798629,10.618275,631.0,Continuous data collection,1993-01-27T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,1993,air,1
Germany,Plauen-Süd,DESN075,Traffic,Urban,PTAC045,Nitrogen oxides ,50.486138000000004,12.138053999999999,211.0,Continuous data collection,2012-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2012,air,1
Germany,Itzehoe Lindenstr.,DESH025,Traffic,Urban,PTAC043,Nitrogen dioxide ,53.928028000000005,9.511769000000001,14.0,Continuous data collection,2001-12-10T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2001,air,1
Germany,Lünen-Niederaden,DENW006,Background,Suburban,PTAC049,Ozone ,51.592208,7.569761,70.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2011,air,1
Germany,Schmücke,DEUB029,Background,Rural,PTAC049,Ozone ,50.654066,10.769534,16.0,Continuous data collection,2009-11-16T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2009,air,1
Germany,Bremen-Oslebshausen,DEHB012,Background,Urban,PTAC051,Particulate matter < 10 µm ,53.124561,8.735047,570.0,Continuous data collection,2013-03-25T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2013,aerosol,0
Germany,Köln Justinianstraße,DENW148,Traffic,Urban,PTAC030,"m,p-Xylene ",50.93827,6.9778899999999995,207.0,Continuous data collection,2005-05-05T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2005,air,1
Germany,Ludwigshafen-Oppau,DERP001,Background,Urban,PTAC051,Particulate matter < 10 µm ,49.514959000000005,8.402331,74.0,Continuous data collection,2011-05-31T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2011,aerosol,0
Germany,Mönchengladbach Düsseldorfer Straße,DENW100,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,51.169959999999996,6.45889,14.0,Continuous data collection,2012-04-18T23:00:01Z,2019-01-07T24:00:00+01:00,PMME031,Beta ray attenuation,2012,aerosol,0
Germany,Dallgow-Döberitz,DEBB110,Background,Suburban,PTAC045,Nitrogen oxides ,52.539504,13.048779,65.0,Continuous data collection,2019-06-18T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2019,air,1
Germany,Salzwedel,DEST069,Background,Rural-Near_city,PTAC043,Nitrogen dioxide ,52.85524399999999,11.17394,15.0,Continuous data collection,1994-04-10T23:00:01Z,2010-12-21T24:00:00+01:00,PMME045,Chemiluminescence,1994,air,1
Germany,Cottbus,DEBB064,Background,Urban,PTAC025,Ethyl benzene ,51.746848,14.334470000000001,65.0,Continuous data collection,2014-12-31T23:00:01Z,2015-12-31T24:00:00+01:00,PMME064,Light scattering,2014,air,1
Germany,Köln Turiner Straße,DENW212,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,50.947268,6.957649000000001,15.0,Continuous data collection,2007-03-28T23:00:01Z,2011-12-31T24:00:00+01:00,PMME041,Nephelometry + BETA,2007,aerosol,0
Germany,Eberswalde Breite Straße,DEBB060,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,52.832467,13.822211,65.0,Continuous data collection,2017-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2017,aerosol,0
Germany,Heidelberg Mittermaierstraße,DEBW151,Traffic,Urban,PTAC009,Benzene ,49.40725,8.677,560.0,Continuous data collection,2008-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2008,air,1
Germany,Recklinghausen Bochumer Straße,DENW296,Traffic,Urban,PTAC043,Nitrogen dioxide ,51.577208,7.2133389999999995,72.0,Continuous data collection,2011-01-03T23:00:01Z,Not Specified,PMME064,Light scattering,2011,air,1
Germany,Wiesbaden-Süd,DEHE022,Background,Urban,PTAC049,Ozone ,50.050343,8.244949,574.0,Continuous data collection,1978-12-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,1978,air,1
Germany,Königs Wusterhausen,DEBB082,Background,Suburban,PTAC060,sulphate in PM10 ,52.294633000000005,13.619784,65.0,Continuous data collection,2009-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME064,Light scattering,2009,aerosol,0
Germany,Schwabach/Angerstraße,DEBY188,Background,Urban,PTAC043,Nitrogen dioxide ,49.32273,11.02792,12.0,Continuous data collection,2012-06-30T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2012,air,1
Germany,Waldhof,DEUB005,Background,Rural,PTAC012,calcium in PM10 ,52.800773,10.756733,650.0,Continuous data collection,2005-05-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,2005,aerosol,0
Germany,Zella-Mehlis,DETH060,Background,Urban,PTAC052,Particulate matter < 2.5 µm ,50.653245,10.668641000000001,75.0,Continuous data collection,2006-12-31T23:00:01Z,2010-01-13T24:00:00+01:00,PMME031,Beta ray attenuation,2006,aerosol,0
Germany,Schwarzwald-Süd,DEBW031,Background,Rural-Regional,PTAC045,Nitrogen oxides ,47.809892,7.764528,65.0,Continuous data collection,2012-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2012,air,1
Germany,Frankfurt-Sindlingen,DEHE009,Background,Urban,PTAC039,Nickel in PM10 ,50.080726,8.515592,196.0,Continuous data collection,2008-01-02T23:00:01Z,2014-12-31T24:00:00+01:00,PMME028,Non-dispersive infrared spectroscopy (NDIR),2008,aerosol,0
Germany,Mönchengladbach Düsseldorfer Straße,DENW100,Traffic,Urban,PTAC028,Lead in PM10 ,51.169959999999996,6.45889,207.0,Continuous data collection,2007-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME031,Beta ray attenuation,2007,aerosol,0
Germany,Wendland,DENI060,Background,Rural,PTAC052,Particulate matter < 2.5 µm ,52.95701999999999,11.16705,203.0,Continuous data collection,2009-12-31T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2009,aerosol,0
Germany,Berlin Frankfurter Allee,DEBE065,Traffic,Urban,PTAC010,Cadmium in PM10 ,52.514072,13.469930999999999,11.0,Continuous data collection,2007-12-31T23:00:01Z,2012-12-31T24:00:00+01:00,PMME064,Light scattering,2007,aerosol,0
